name,item_code,description,retail_unite_of_meassure,regular_price,sale_price,tax_class,dimensions,color,age,brand,stock_status,vendor,product_manufacturer_code,product_cat,properties,properties_en,composition,composition_en,components,components_en,collectionn,ordering,origine,images,tag,tae
Atlete Flexyper,J259BA01422-F44M,Flexyper sneakers,COP,89.99,62.993,18,,48536,Fëmijë (Djalë),GEOX,,39,J259BA01422,Këpucë-Atlete,"Është një këpucë ideale për çdo fëmijë. Ne i kemi të gjitha. Falë nivelit të lartë të specializimit Geox din se si të sigurojë zhvillimin adekuat dhe mirëqenien e këmbës së vogël gjatë fazës së rritjes dhe zhvillimit. Për fëmijët 6 vjeç e sipër, këto këpucë janë ideale për t?i veshur çdo ditë: të forta dhe të rehatshme pa sakrifikuar stilin. Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","There is a perfect shoe for every child. We have them all. Thanks to Geox?s high level of specialisation, GEOX knows how to ensure the correct development and wellbeing for young feet during every phase of growth. For children from 6 years and up, these shoes are perfect for everyday wear: strong and comfortable without sacrificing on style.",50% Etilen-Vinyl Acetat-50% Gomë,50% Ethylene-Vinyl Acetate-50% Rubber,,,1,3,MM,http://46.99.130.129:60000/_uploads/photos/J259BA01422-F44M_1.jpg,,
Atlete Kathe,J25EUA000BC-0404,Kathe sneakers,COP,89.99,62.993,18,,ffffff-000000,Fëmijë (Vajzë),GEOX,,39,J25EUA000BC,Këpucë-Atlete,"Është një këpucë ideale për çdo fëmijë. Ne i kemi të gjitha. Falë nivelit të lartë të specializimit Geox din se si të sigurojë zhvillimin adekuat dhe mirëqenien e këmbës së vogël gjatë fazës së rritjes dhe zhvillimit. Për fëmijët 6 vjeç e sipër, këto këpucë janë ideale për t?i veshur çdo ditë: të forta dhe të rehatshme pa sakrifikuar stilin. Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","There is a perfect shoe for every child. We have them all. Thanks to Geox?s high level of specialisation, GEOX knows how to ensure the correct development and wellbeing for young feet during every phase of growth. For children from 6 years and up, these shoes are perfect for everyday wear: strong and comfortable without sacrificing on style.",100% Gomë,100% Rubber,,,1,3,MM,http://46.99.130.129:60000/_uploads/photos/J25EUA000BC-0404_1.jpg,,
Xhaketë Leitan,M2521TT2924-4491,Leitan jacket,COP,199.99,99.995,18,,73763,Burrë,GEOX,,39,M2521TT2924,Veshje-Xhaketë,"Patentë që revolucionarizoi botën e veshjeve. Kjo veshje dallohet nga patenta ekskluzive e veshjeve GEOX, e cila ka transferuar komoditetin dhe frymëmarrjen Geox në botën e veshjeve të sipërme. Lagështia e krijuar nga avullimi i djersës del nga shiriti i frymëmarrjes në shpatulla, duke kaluar përmes një hapësire 3D dhe një membrane të veçantë që ajroset dhe rezistente ndaj ujit.","The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",100%PL,100%PL,,,1,2,CN,http://46.99.130.129:60000/_uploads/photos/M2521TT2924-4491_1.jpg,,
Atlete Nebula,U04D7F0007T-4064,Athlete Nebula,COP,169.99,118.993,18,,0c343d,Burrë,GEOX,,39,U04D7F0007T,Këpucë-Atlete,"Këto këpucë posedojnë ajrosjën e jashtëzakonshme të sistemit të ajrimit Geox: teknologjia ka zhvilluar dhe dizajnuar në bashkëpunim me pilotët professional që kanë fituar kampionatin botëror. Vrimat e mëdha garantojnë ajrosje të padiskutueshme. Rezistenca maksimale e gomës ndaj ujit garantohet nga membrana që e parandalon ujin për t?u future brenda. Për më tepër, një shtresë shtesë e punuar nga materiale speciale mbrojtëse e ruan këmbën pa bërë kompromis me ajrimin. Kjho teknologji është e dizajnuar t?I përballoj edhe aktivitet me nivel të lartë për të siguruar rehati maksimale gjatë ditës, edhe në temperature ekstreme.","These shoes owe their extraordinary breathability to the GEOX Net Breathing System: the technology developed and designed in collaboration with professional pilots who have won the world championship. The maxiholes guarantee outstanding breathability. The maximum water resistance of the sole is guaranteed by a membrane that prevents water from getting in. What?s more, an additional layer made up of a special protective material guards the foot, without compromising on breathability. This technology has been designed to withstand even the most intense level of activity and to provide maximum day long comfort, even in the more extreme of temperatures.",70% Etilen-Vinyl Acetat-30% Gomë,70% Ethylene-Vinyl Acetate-30% Rubber,,,1,3,MM,http://46.99.130.129:60000/_uploads/photos/U04D7F0007T-4064_1.jpg,,
Atlete Deiven,U155WB00047-1005,Athlete Deiven,COP,129.99,90.993,18,,ffffff,Burrë,GEOX,,39,U155WB00047,Këpucë-Atlete,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% Etilen-Vinyl Acetat,100% Ethylene-Vinyl Acetate,,,1,1,IN,http://46.99.130.129:60000/_uploads/photos/U155WB00047-1005_1.jpg,,
Atlete Dolomia,U16DQA085FU-4002,Sneakers Dolomia,COP,139.99,97.993,18,,73763,Burrë,GEOX,,39,U16DQA085FU,Këpucë-Atlete,,,100% Gomë,100% Rubber,,,1,2,VN,http://46.99.130.129:60000/_uploads/photos/U16DQA085FU-4002_1.jpg,,
Atlete Delray,U25A7B014EK-0832,Athlete Delray,COP,119.99,83.993,18,,073763-f5ac26,Burrë,GEOX,,39,U25A7B014EK,Këpucë-Atlete,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% Gomë,100% Rubber,,,1,1,MM,http://46.99.130.129:60000/_uploads/photos/U25A7B014EK-0832_1.jpg,,
Atlete Sterrato,U25ECA02214-1006,Sneakers Sterrato,COP,139.99,97.993,18,,635d5d,Burrë,GEOX,,39,U25ECA02214,Këpucë-Atlete,,,100% Gomë,100% Rubber,,,1,1,VN,http://46.99.130.129:60000/_uploads/photos/U25ECA02214-1006_1.jpg,,
Mokasina Gubbio,U25EED00022-4002,Mokasina Gubbio,COP,159.99,111.993,18,,73763,Burrë,GEOX,,39,U25EED00022,Këpucë-Mokasina,,,100% Etilen-vinil acetat,100% Ethylene-Vinyl Acetate,,,1,3,MA,http://46.99.130.129:60000/_uploads/photos/U25EED00022-4002_1.jpg,,
Atlete Pieve,U25ETB01022-4002,Sneakers Pieve,COP,109.99,76.993,18,,73763,Burrë,GEOX,,39,U25ETB01022,Këpucë-Atlete,,,100% Gomë,100% Rubber,,,1,1,KH,http://46.99.130.129:60000/_uploads/photos/U25ETB01022-4002_1.jpg,,
T Bluzë me jakë Polo,M2510AT2649-1492,Polo,COP,59.99,29.995,18,,ffffff,Burrë,GEOX,,39,M2510AT2649,Veshje-T Bluzë,,,100% CO,100%CO,,,1,1,TR,http://46.99.130.129:60000/_uploads/photos/M2510AT2649-1492_1.jpg,,
T Bluzë Polo,M2510BT2649-9000,T Shirt Polo,COP,59.99,29.995,18,,0,Burrë,GEOX,,39,M2510BT2649,Veshje-T Bluzë,"Patentë që revolucionarizoi botën e veshjeve. Kjo veshje dallohet nga patenta ekskluzive e veshjeve GEOX, e cila ka transferuar komoditetin dhe frymëmarrjen Geox në botën e veshjeve të sipërme. Lagështia e krijuar nga avullimi i djersës del nga shiriti i frymëmarrjes në shpatulla, duke kaluar përmes një hapësire 3D dhe një membrane të veçantë që ajroset dhe rezistente ndaj ujit.","The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",100%CO,100%CO,,,1,1,TR,http://46.99.130.129:60000/_uploads/photos/M2510BT2649-9000_1.jpg,,
T Bluzë Polo,M2510BT2649-3221,T Shirt Polo,COP,59.99,29.995,18,,38761d,Burrë,GEOX,,39,M2510BT2649,Veshje-T Bluzë,"Patentë që revolucionarizoi botën e veshjeve. Kjo veshje dallohet nga patenta ekskluzive e veshjeve GEOX, e cila ka transferuar komoditetin dhe frymëmarrjen Geox në botën e veshjeve të sipërme. Lagështia e krijuar nga avullimi i djersës del nga shiriti i frymëmarrjes në shpatulla, duke kaluar përmes një hapësire 3D dhe një membrane të veçantë që ajroset dhe rezistente ndaj ujit.","The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",100%CO,100%CO,,,1,1,TR,http://46.99.130.129:60000/_uploads/photos/M2510BT2649-3221_1.jpg,,
T Bluzë Polo,M2510QT2649-3408,T Shirt Polo,COP,59.99,29.995,18,,868617,Burrë,GEOX,,39,M2510QT2649,Veshje-T Bluzë,"Patentë që revolucionarizoi botën e veshjeve. Kjo veshje dallohet nga patenta ekskluzive e veshjeve GEOX, e cila ka transferuar komoditetin dhe frymëmarrjen Geox në botën e veshjeve të sipërme. Lagështia e krijuar nga avullimi i djersës del nga shiriti i frymëmarrjes në shpatulla, duke kaluar përmes një hapësire 3D dhe një membrane të veçantë që ajroset dhe rezistente ndaj ujit.","The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",100%CO,100%CO,,,1,2,TR,http://46.99.130.129:60000/_uploads/photos/M2510QT2649-3408_1.jpg,,
T bluzë me logo Relaxed fit,50465935-001,T Shirt,COP,89,,18,,212121-a7a7a8,Burrë,HUGO,,413,50465935,Veshje-T Bluzë,T bluzë Relaxed fit. Me përzierje pambuku. Mëngë të shkurtra. kjo T bluzë me mëngë të shkurtra është e printuar me vepra arti grafike në anën e pasme për një pamje tipike krijuese. Gjoksi qendror përmban një logo HUGO si një prekje nënshkrimi në bashkëpunim me fotografin ukrainas Alexey Kondakov.,"A statement T-shirt by HUGO Menswear. Cut to a relaxed fit in cotton-blend jersey, this short-sleeved T-shirt is printed with graphic artwork at the reverse for a typically creative look. The centre chest features a HUGO logo as a signature touch. Part of a capsule collection created in collaboration with Ukrainian photographer Alexey Kondakov.",60% Pambuk 40% Poliester,60% Cotton 40% Polyester,,,3,3,PE,http://46.99.130.129:60000/_uploads/photos/50465935-001_1.jpg,,
T Bluzë polo me logo të printuar,50467384-693,T Shirt,COP,99,,18,,b0191c,Burrë,HUGO,,413,50467384,Veshje-T Bluzë,Përshkrimi është duke u përpunuar. Për më shumë detaje ju lutem kontaktoni kujdesin ndaj klientëve.,"A short-sleeved polo shirt in pure-cotton piqué by HUGO Menswear. Featuring tipping at the cuffs and collar, this polo shirt is cut to a defined fit and trimmed with a HUGO logo patch in signature red.For our RESPONSIBLE products, we always use at least 60% more sustainable raw materials.By purchasing this product, you are contributing to protecting the environment and sustainable cotton farming in Africa. Cotton made in Africa is an initiative of the Aid by Trade Foundation. The cotton produced is 100% rain fed, so no extra water is needed. Smallholder farmers are supported by this initiative that is working to promote gender equality, dignified labour conditions, and respect for the rights of children. There is no use of genetically modified organisms, and participants are trained in climate-friendly agricultural methods and organic farming.",100% Pambuk,100% Cotton,,,2,1,BD,http://46.99.130.129:60000/_uploads/photos/50467384-693_1.jpg,,
T Bluzë me logo të printuar,50471549-100,T Shirt,COP,69,,18,,e0e0e2,Burrë,HUGO,,413,50471549,Veshje-T Bluzë,,,100% Pambuk,100% Cotton,,,1,1,TR,http://46.99.130.129:60000/_uploads/photos/50471549-100_1.jpg,,
Fustan me dizajn të printuar,50471208-998,Dress Flat,COP,329,,18,,d1d09a,Grua,HUGO,,413,50471208,Veshje-Fustan,,,100% Polistër (ricikluar),100% Polyester (recycled),,,1,1,CN,http://46.99.130.129:60000/_uploads/photos/50471208-998_1.jpg,,
Xhinse Denim Slim Fit,A2C9232-A11,S-L core Indigo Denim,COP,89,71.2,18,,3C5079,Burrë,TIMBERLAND,,17,A2C9232,Veshje-Xhinse,Këto xhinse Slim Fit për meshkuj janë punuar me 98% pambuk organik i cili prodhohet pa asnjë kimikat apo pesticid të dëmshëm. Ka material elastik për të shtuar rehati. Ka pesë xhepa dhe mbërthehen me buton dhe një zingjir.,"These men's slim-fit jeans are made with 98% organic cotton, which is produced without any harmful chemicals or pesticides. We've also added a little stretch to these jeans for added comfort. Featuring a classic 5-pocket construction, the jeans have a zip",Me material 98% pambuk organik dhe 2% elastan. Me pesë xhepa. Slim Fit. Mbërthehen me zingjir.,Made with 98% organic cotton and 2% elastane for stretch  Five pocket style  Slim fit  Convenient zip fly,,,1,3,AO,http://46.99.130.129:60000/_uploads/photos/A2C9232-A11_1.jpg,,
Pollo me logo Timberland,A2BNM-288,SS MR polo reg DARK SAPPHIRE,COP,59,47.2,18,,355D7C,Burrë,TIMBERLAND,,17,A2BNM,Veshje-T Bluzë,Pollo me përbërje prej 100% pambuku organik e cila ofron rehati të madhe dhe e ka të dizajnuar në pjesën e gjoksit logon e brendit Timberland,"Made with 100% organic cotton, grown without harmful pesticides . Contrasting back neck tape . Embroidered Timberland tree logo on the chest . Short sleeves . Regular fit",100% pambuk,100% Cotton,,,4,10,TR,http://46.99.130.129:60000/_uploads/photos/A2BNM-288_1.jpg,,
Pollo me logo Timberland,A2BNM-433,SS MR polo reg DARK SAPPHIRE,COP,59,47.2,18,,090A24,Burrë,TIMBERLAND,,17,A2BNM,Veshje-T Bluzë,Pollo me përbërje prej 100% pambuku organik e cila ofron rehati të madhe dhe e ka të dizajnuar në pjesën e gjoksit logon e brendit Timberland,"Made with 100% organic cotton, grown without harmful pesticides . Contrasting back neck tape . Embroidered Timberland tree logo on the chest . Short sleeves . Regular fit",100% pambuk,100% Cotton,,,4,10,TR,http://46.99.130.129:60000/_uploads/photos/A2BNM-433_1.jpg,,
Pollo me logo Timberland,A2BP5-433,SS MR Pique tipped P CAYENNE,COP,64,44.8,18,,090A24,Burrë,TIMBERLAND,,17,A2BP5,Veshje-T Bluzë,Pollo me përbërje prej 100% pambuku organik e cila ofron rehati të madhe dhe e ka të dizajnuar në pjesën e gjoksit logon e brendit Timberland,100% organic cotton . Slim fit . Tipped collar . Embroidered Timberland tree logo on the chest . Contrasting back-neck tape . Centre-back length: 27.75 inches (70.5 cm),100% pambuk,100% Cotton,,,4,10,TR,http://46.99.130.129:60000/_uploads/photos/A2BP5-433_1.jpg,,
Veshje Sportive,A2BVF-P56,Core Logo Sweatpant Bb,COP,69,34.5,18,,262429-A7743C,Burrë,TIMBERLAND,,17,A2BVF,Sport-Veshje sportive,0,0,0,"85% Cotton, 15% Polyester",,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/A2BVF-P56_1.jpg,,
Atlete me kamosh të bukut dhe lëkurë,A2298W,MIAMICOAST LTHR SNK NVY,COP,119,83.3,18,,090A24,Burrë,TIMBERLAND,,17,A2298W,Këpucë-Atlete,Atlete të prodhuara duke i marrë parasysh praktikat më moderne ekologjike dhe përbëhen nga materiale të recikluara.Kanë peshë të lehtë dhe kanë shtresë OrthoLite të këmbës për rehati optimale.,"Upper in premium nubuck Better Leather from a sustainable tannery rated silver for  its water, energy, and waste management practices . ReBOTL fabric lining containing at least 50% recycled plastic . 100% recycled PET laces . Midsole in ground-contact EVA","Lëkurë, të paktën 50% plastikë e recikluar","Leather, at least 50% recycled plastic",,,4,10,BD,http://46.99.130.129:60000/_uploads/photos/A2298W_1.jpg,,
Këpucë të lëkurës pa lodhëse,A24PWW,ATLANTA LTHR SLIPON BLK,COP,109,54.5,18,,FFFFFF,Grua,TIMBERLAND,,17,A24PWW,Këpucë-Këpucë,Këpucë të prodhuara duke i marrë parasysh praktikat më moderne ekologjike dhe përbëhen nga materiale të recikluara.Kanë peshë të lehtë dhe kanë shtresë OrthoLite të këmbës për rehati optimale.,"Made with premium full-grain Better Leather from a sustainable tannery rated silver for  its water, energy, and waste management practices . ReBOTL fabric lining containing at least 50% recycled plastic . Lightweight OrthoLite footbed for comfort . Conven","Lëkurë, të paktën 50% plastikë e recikluar","Leather, at least 50% recycled plastic",,,4,10,KH,http://46.99.130.129:60000/_uploads/photos/A24PWW_1.jpg,,
Xhinse pambuku Slim Fit,A2C9232-BQ8,S-L core Indigo Denim LIGHT SHADE,COP,89,71.2,18,,7A98C3,Burrë,TIMBERLAND,,17,A2C9232,Veshje-Xhinse,Xhinse me përmbajtje të pambukut organik. Janë elastike dhe kanë stilin klasik prej 5 xhepave,Made with 98% organic cotton and 2% elastane for stretch  Five pocket style  Slim fit  Convenient zip fly,"98% organic pambuk, 2% elastan","98% organic cotton, 2% elastane",,,4,10,AO,http://46.99.130.129:60000/_uploads/photos/A2C9232-BQ8_1.jpg,,
Mokasina klasike,A43VSW,CLASSIC BOAT 2 EYE NVY,COP,119,83.3,18,,0B2842,Burrë,TIMBERLAND,,17,A43VSW,Këpucë-Mokasina,Mokasina klasike me lëkurë Premium nga Leather Working Group që njihet për praktikat moderne ekologjike. Ka sistem 360 shkallë të lidhëseve dhe një shtresë ekstra Poron. Ofrojnë qëndrueshmëri dhe fërkim të shtuar,,"Lëkurë, lidhëse 360 shkallë funksionale, gomë",Upper made with Better Leather from an LWG Silver-rated tannery  Traditional handsewn construction  360? functional rawhide lacing system  Siped rubber outsole,,,4,10,VN,http://46.99.130.129:60000/_uploads/photos/A43VSW_1.jpg,,
Triko me logo,A27HC-001,WWES Crew Neck BB BLACK,COP,74,37,18,,0,Burrë,TIMBERLAND,,17,A27HC,Veshje-Pulovër,Triko e rehatshme me material 80% pambuk pa pesticide apo kemikale të dëmshme. Ka logo të shtypur në pjesën e përparme me motive natyre.,Nature. It's front and centre on this comfy sweatshirt made with fabric containing 80% cotton grown without harmful chemicals or pesticides.,Me material 80% pambuk organik dhe 20% poliester. Regular fit.,"""Made with 80% organic cotton and 20% polyester Printed front graphic Ribbed collar, cuffs and hem Centre back length: 72.4cm / 28.5"""" Regular fit""",,,1,2,BD,http://46.99.130.129:60000/_uploads/photos/A27HC-001_1.jpg,,
Këpucë lëkure,A41CQW,Bradstreet Leather Oxford Shoe for Men in Grey,COP,119,83.3,18,,999999,Grua,TIMBERLAND,,17,A41CQW,Këpucë-Atlete,"Kjo këpucë sportive me material lëkure premium nga një fabrikë e vlerësuar për proceset mjedisore që ka. Me material ReBOTL, kjo këpucë ofrohn rehati dhe fleksibilitet duke ju falenderuar teknologjisë trishtresore SensorFlex. Kjo këpucë gjithashtu ka pjes","This sporty men's oxford shoe is made with premium Better Leather sourced from a sustainable tannery rated silver for its environmental processes. Featuring a durable ReBOTL fabric lining, the shoe offers comfort and flexibility thanks to its three-layer",Të bëra me material lëkure premium nga një fabrikë lëkure që është e vlerësuar nga Leather Working Group për proceset menagjeriale të shpenzimit të ujit dhe energjisë. Me material ReBOTL që përmban të paktën 50% plastikëtë ricikluar dhe pjesë të poshtme q,"Made with premium nubuck Better Leather sourced from a sustainable tannery rated silver by the Leather Working Group for its water, energy, and waste management practices ReBOTL fabric lining containing at least 50% recycled plastic EVA-blend foam midsole",,,1,1,KH,http://46.99.130.129:60000/_uploads/photos/A41CQW_1.jpg,,
Triko me logo,A2F78-G99,Exeter River Sweatshirt for Men in Blue,COP,79,39.5,18,,327C8C,Burrë,TIMBERLAND,,17,A2F78,Veshje-Pulovër,"Triko me qafë të rrumbullakët, me material të butë pambuku. Me logo të qëndisur në pjesën e gjoksit.","The go-with-anything, go-anywhere crew-neck sweatshirt crafted from soft, all-cotton loopback fabric. Finished with an embroidered Timberland tree logo on the chest.",Me material 100% pambuk dhe logo të qëndisur në pjesën e gjoksit. Regular fit.,"""Made with 100% cotton 2x2 ribbed cuffs and hem Embroidered Timberland tree logo at the chest Contrasting back-neck piping Centre back length: 70cm / 27.5"""" Regular fit""",,,1,2,TR,http://46.99.130.129:60000/_uploads/photos/A2F78-G99_1.jpg,,
Atlete Killington,A2EJJW,Killington Ultra Low Chukka for Men in Black,COP,119,83.3,18,,0,Burrë,TIMBERLAND,,17,A2EJJW,Këpucë-Atlete,Këto atlete janë të bëra me lëkurë premium nga një fabrikë lëkure e cilësuar për proceset mjedisore. Materiali ReBOTL përmban të paktën 50% plastikëtë ricikluar.,"This Killington Ultra men's chukka is features our GreenStride comfort sole made using renewable sugar cane and sustainably source rubber from trees. Delivering performance and comfort, the chukka is made using premium Better Leather sourced from a sustai","Pjesa e poshtme e bërë me 75% të materialeve të rinovueshme, pjesë të sipërme me material reBOTL që përmban të paktën 50% plastikë të ricikluar. Me sistem rezistent për t?i mbrojtur nga uji, shenjave të vajit, stil me lidhëse, pjesë të poshtme 70% me mate","GreenStride comfort sole made of 75% renewable materials, including sugar cane and responsible natural rubber Upper in premium coated Better Leather sourced from a sustainable tannery rated silver by the Leather Working Group for its water, energy, and wa",,,1,1,BD,http://46.99.130.129:60000/_uploads/photos/A2EJJW_1.jpg,,
Atlete me materiale të kombinuara,A428HW,RAY CITY EK+ MIX OX NAT,COP,129,90.3,18,,FFF2CC,Grua,TIMBERLAND,,17,A428HW,Këpucë-Atlete,Atlete me lidhëse dhe materiale të kombinuara. Me logo.,Sneakers with laces and combined materials. With logo.,Pjesa e sipërme me material pambuku dhe lëkurë premium. Me lidhëse pambuku dhe pjesë të poshtme gome.,Community Cotton upper  Upper made with Better Leather from an LWG Silver-rated tannery  100% PET laces  Cotton lining  GreenStride sole  Rubber lug outsole,,,1,1,BD,http://46.99.130.129:60000/_uploads/photos/A428HW_1.jpg,,
Sandale me rripa,A23VZW,CHICAGO 2 BAND RST,COP,89,71.2,18,,a47545,Grua,TIMBERLAND,,17,A23VZW,Këpucë-Sandale,Sandale me rripa dhe me përmbajtje të lëkurës së krijuar nga praktikat moderne ekologjike. Kanë peshë të lehtë dhe shtresë OrthoLite për rehati të këmbës.,Sandals with straps and leather content created by modern ecological practices. They have light weight and OrthoLite coating for foot comfort.,"Pjesa e sipërme e punuar me lëkurë kualitative. Me pjesë metalike të rregullueshme për mbërthim. Pjesa e poshtme ka peshë të lehtë, shtresë OrthoLite.",Upper made with Better Leather from an LWG Silver-rated tannery  Adjustable buckle closure  Synthetic suede lining  OrthoLite footbed  Rubber outsole,,,1,5,BD,http://46.99.130.129:60000/_uploads/photos/A23VZW_1.jpg,,
Atlete Killington,A2GYJM,Killington Ultra Trainer for Men in Grey,COP,129,90.3,18,,0,Burrë,TIMBERLAND,,17,A2GYJM,Këpucë-Atlete,Këto atlete janë të bëra me lëkurë premium nga një fabrikë lëkure e cilësuar për proceset mjedisore. Materiali ReBOTL përmban të paktën 50% plastikëtë ricikluar.,"This Killington Ultra men's trainer features our exclusive GreenStride comfort sole made using renewable sugar cane and rubber from trees. Delivering performance and comfort, this trainer is made using synthetic leather and ReBOTL fabric containing at lea","Pjesa e poshtme GreenStride të bërë me material 75% të rinovueshëm, pjesa e sipërme me lëkurë premium nga një fabrikë lëkure e vlerësuar nga Leather Working Group për proceset menaxhuese të shpenzimit të energjisë dhe ujit. Material ReBOTL që përmban të p","GreenStride comfort sole made of 75% renewable materials, including sugar cane and responsible natural rubber Upper with synthetic leather Upper and lining in ReBOTL fabric containing at least 50% recycled plastic EVA-blend foam midsole for cushioning 100",,,1,1,BD,http://46.99.130.129:60000/_uploads/photos/A2GYJM_1.jpg,,
T Bluzë me logo,A2DJE-001,Merrymeeting River Polo Shirt for Men in Navy,COP,64,51.2,18,,0,Burrë,TIMBERLAND,,17,A2DJE,Veshje-T Bluzë,"Kjo T Bluzë klasike me mëngë të shkurtra për meshkuj, është e prerë në një formë të hollë dhe një siluetë të këndshme. Plus, është bërë me 97% pambuk të rritur organikisht pa përdorimin e kimikateve të dëmshme ose pesticideve.","A classic short-sleeve men's polo, this shirt is cut in a slim fit and features a touch of stretch for a flattering silhouette. Plus, it's made with 97% organically grown cotton without the use of harmful chemicals or pesticides.","""Pëlhurë pique e bërë me 97% pambuk organik dhe 3% elastan Logo Timberland e qëndisur me kontraste në gjoks, Gjatësia qendrore e pasme: 70,5 cm / 27,75"""" Slim fit.""","""Pique fabric made with 97% organic cotton and 3% elastane  Contrasting embroidered Timberland tree logo at the chest  Contrasting back-neck piping  Centre back length: 70.5 cm / 27.75""""  Slim fit""",,,1,3,IN,http://46.99.130.129:60000/_uploads/photos/A2DJE-001_1.jpg,,
Atlete me lidhëse,A2DW8M,Euro Trekker Trainer for Men in Black,COP,109,76.3,18,,0,Burrë,TIMBERLAND,,17,A2DW8M,Këpucë-Atlete,"Këto Atlete për meshkuj janë bërë duke përdorur pëlhurë ReBOTL me kujdes të veqantë ndaj mjedisit, e cila përmban të paktën 50% plastikë të ricikluar. Duke ju ndihmuar të qëndroni gati për çdo gjë, Atletet përmbajnë një shtrat të lehtë të këmbës OrthoLite","This men's trainer is made using eco-conscious ReBOTL fabric, which contains at least 50% recycled plastic. Helping you to stay ready for anything, the trainer features a lightweight OrthoLite footbed and a cushioned midsole. The protective rubber rand an","Pjesa e sipërme dhe veshja me pëlhurë të qëndrueshme ReBOTL që përmban të paktën 50% plastikë të ricikluar, me frymëmarrje OrthoLite për rehati.",Upper and lining in durable ReBOTL fabric containing at least 50% recycled plastic  Lightweight and breathable OrthoLite footbed for comfort  Compression-moulded EVA-blend foam midsole for cushioning  Lace-up style  Protective rubber rand  Rubber lug outs,,,1,1,KH,http://46.99.130.129:60000/_uploads/photos/A2DW8M_1.jpg,,
Atlete me lidhëse,A275RM,Seneca Bay Leather Trainer for Men in Black,COP,99,69.3,18,,0,Burrë,TIMBERLAND,,17,A275RM,Këpucë-Atlete,"Këto Atlete prej lëkure për meshkuj kanë pamjen e butë me jastëk të një atleteje. Plus, është bërë me lëkurë nga një fabrikë lëkurësh e vlerësuar si Silver nga Leather Working Group për praktikat e saj mjedisore dhe është e veshur me pëlhurë ReBOTL të tje","These men's leather trainers have the look of an oxford and the cushiony soft footbed of a sneaker. Plus, it's made with leather from a tannery rated Silver by the Leather Working Group for its environmental practices and is lined with ReBOTL fabric spun",E punuar me lëkurën më të mirë nubuck premium dhe pëlhurë rrjetë ReBOTL që përmban të paktën 50% plastikë të ricikluar të lehtë OrthoLite për komoditet.,"Made with premium nubuck Better Leather from a tannery rated Silver by the Leather Working Group for its water, energy and waste management practices  Mesh ReBOTL fabric lining containing at least 50% recycled plastic  Lightweight OrthoLite footbed for co",,,1,1,PH,http://46.99.130.129:60000/_uploads/photos/A275RM_1.jpg,,
